dish_id,image_path,calories,calorie_level,mass,fat,carb,protein,split
dish_1550862840,,16.5,low,33.0,0.033,4.29,0.165,train
dish_1550776907,,213.109985,low,100.0,10.728,24.049999,7.226,train
dish_1561579824,,185.212708,low,88.0,10.632797,2.611722,17.977421,train
dish_1559844951,,274.335999,low,122.0,17.906,22.792,9.784,train
dish_1551235759,,324.5,low,262.0,16.138,21.580999,23.791998,train
dish_1557863056,,75.200005,low,47.0,7.05,4.23,0.94,train
dish_1567023110,,46.0,low,40.0,4.28,2.52,0.32,train
dish_1563480534,,797.566895,medium,576.0,33.881702,35.512001,81.875473,train
dish_1561739805,,696.363525,medium,1102.0,23.340097,101.256134,29.098999,train
dish_1565382803,,359.408569,low,177.0,15.261753,43.129684,13.366736,train
dish_1560799590,,298.019379,low,163.0,16.460997,28.491785,9.947558,train
dish_1560441270,,24.540001,low,46.0,0.063,5.304,0.835,train
dish_1562700685,,24.200001,low,110.0,0.33,3.63,3.41,train
dish_1559844366,,529.220032,medium,192.0,39.885998,34.91,19.230999,train
dish_1563208094,,160.311234,low,111.0,6.387736,24.817924,1.361321,train
dish_1556575124,,4.48,low,28.0,0.056,0.952,0.196,train
dish_1558725702,,50.310001,low,117.0,0.351,10.530001,3.978,train
dish_1558381819,,22.1,low,65.0,0.455,4.42,0.455,train
dish_1561492447,,68.944,low,124.0,0.248,17.855999,0.868,train
dish_1562699652,,132.178085,low,103.0,5.578753,17.394974,3.568957,train
dish_1562788536,,245.132004,low,190.0,6.61,44.751999,5.398,train
dish_1551492287,,15.5,low,62.0,0.186,3.1,1.116,train
dish_1561662054,,419.438782,medium,292.0,23.838249,26.351543,25.910593,train
dish_1559244598,,250.919998,low,51.0,12.75,33.149998,2.601,train
dish_1565034330,,614.015503,medium,483.0,31.386456,39.217323,42.396172,train
dish_1558640808,,10.66,low,26.0,0.052,2.6,0.234,train
dish_1562945186,,191.530792,low,219.0,8.581273,17.336327,13.361717,train
dish_1551137348,,202.639999,low,121.0,2.62,34.856003,9.404,train
dish_1558376874,,335.298004,low,58.0,28.710001,13.166,12.992001,train
dish_1558723475,,22.780001,low,67.0,0.134,5.36,0.536,train
dish_1563551360,,322.640015,low,218.0,23.98,3.488,21.800001,train
dish_1551222982,,13.3,low,38.0,0.152,2.66,0.912,train
dish_1565020895,,348.126129,low,416.0,10.233284,43.375961,20.961317,train
dish_1551225793,,105.32,low,117.0,1.098,23.455,2.821,train
dish_1571946767,,0.0,low,195.0,0.0,0.0,0.0,train
dish_1561748862,,154.772949,low,87.0,7.852456,3.425125,16.156488,train
dish_1561662814,,23.243509,low,20.0,1.875044,1.529342,0.350089,train
dish_1574369148,,0.0,low,68.0,0.0,0.0,0.0,train
dish_1560368138,,23.5,low,123.0,0.28,4.593,1.855,train
dish_1551314855,,34.559998,low,36.0,0.54,7.56,1.224,train
dish_1564686657,,279.194977,low,105.0,9.87,35.174999,11.76,train
dish_1558548958,,2.3,low,10.0,0.04,0.36,0.29,train
dish_1562949515,,220.425598,low,189.0,13.367585,13.565366,13.232658,train
dish_1551224208,,61.920002,low,161.0,0.431,12.927001,4.651,train
dish_1563909550,,310.31958,low,273.0,11.850177,44.664116,8.625765,train
dish_1550860820,,175.660004,low,227.0,8.477,17.389999,8.487,train
dish_1550875931,,41.579998,low,54.0,0.054,9.18,1.08,train
dish_1563910530,,333.825195,low,214.0,13.949387,9.828672,38.761936,train
dish_1551318543,,17.109999,low,59.0,0.177,5.31,0.649,train
dish_1551227669,,81.310005,low,243.0,0.701,16.920002,5.846,train
dish_1565021599,,206.959991,low,398.0,0.796,2.786,39.799999,train
dish_1561663606,,474.503387,medium,347.0,10.804142,40.144989,52.672283,train
dish_1567106668,,80.309998,low,248.0,0.441,18.302002,2.98,train
dish_1559243887,,289.050018,low,50.0,24.75,11.35,11.200001,train
dish_1550772551,,229.589996,low,225.0,13.122,15.45,13.708001,train
dish_1559849020,,46.23,low,67.0,0.134,12.06,0.469,train
dish_1561666821,,211.78656,low,170.0,12.141861,19.425873,7.538332,train
dish_1558640008,,552.490051,medium,212.0,44.793999,27.812,21.194,train
dish_1551307013,,171.550003,low,52.0,11.686,11.48,6.152,train
dish_1561667207,,249.444839,low,121.0,11.420783,13.358226,22.073404,train
dish_1558380557,,699.320068,medium,212.0,54.440002,24.960001,32.732002,train
dish_1551490740,,65.25,low,45.0,2.7,0.675,9.45,train
dish_1562688426,,137.569992,low,88.0,8.256,5.19,10.297,train
dish_1550711845,,26.800001,low,67.0,0.134,6.03,1.34,train
dish_1565984434,,319.892303,low,430.0,12.747005,36.362114,17.977343,train
dish_1563464670,,384.175995,low,156.0,13.646,47.477001,18.148001,train
dish_1567785223,,487.712494,medium,261.0,35.621967,13.794291,27.389,train
dish_1560369008,,223.801331,low,146.0,10.548676,15.552691,15.850163,train
dish_1562861125,,190.807861,low,235.0,10.123939,3.194394,18.992727,train
dish_1558718051,,24.25,low,97.0,0.291,4.85,1.746,train
dish_1561060925,,93.914848,low,156.0,4.284307,9.30445,8.246765,train
dish_1565725188,,543.117004,medium,521.0,17.928001,25.107,69.798996,train
dish_1561736736,,356.080017,low,145.0,27.110001,2.248,24.220001,train
dish_1558725085,,54.360001,low,151.0,0.151,13.59,0.755,train
dish_1561663817,,95.495369,low,86.0,4.993594,12.891619,2.099187,train
dish_1565030350,,62.585663,low,62.0,5.91621,2.292192,0.844501,train
dish_1562086501,,195.360001,low,132.0,14.52,2.112,13.2,train
dish_1558458496,,53.130001,low,77.0,0.154,13.860001,0.539,train
dish_1550713503,,130.279999,low,187.0,4.62,2.799,20.27,train
dish_1558373492,,888.22998,high,325.0,66.768997,42.290001,38.957001,train
dish_1551567964,,104.299995,low,167.0,7.113,10.339,2.736,train
dish_1567538303,,617.449158,medium,307.0,36.129631,15.257855,53.626446,train
dish_1562702441,,209.189362,low,371.0,9.137265,28.234667,6.938542,train
dish_1573232405,,0.0,low,36.0,0.0,0.0,0.0,train
dish_1562698209,,284.133148,low,135.0,16.311678,4.006618,27.579,train
dish_1551224175,,61.920002,low,161.0,0.431,12.927001,4.651,train
dish_1551493773,,270.802002,low,162.0,20.455,12.198,10.977,train
dish_1566328805,,927.809998,high,488.0,28.737,85.054001,77.984001,train
dish_1563824377,,454.046021,medium,338.0,28.374001,12.238,38.936001,train
dish_1551564016,,43.52,low,64.0,0.896,7.68,1.536,train
dish_1572021459,,0.0,low,108.0,0.0,0.0,0.0,train
dish_1572291722,,0.0,low,245.0,0.0,0.0,0.0,train
dish_1557937037,,25.969999,low,49.0,0.343,5.88,0.588,train
dish_1568401090,,1158.98999,high,614.0,73.225998,18.445999,108.667999,train
dish_1563824130,,111.319603,low,202.0,1.123033,21.762623,3.990974,train
dish_1572540173,,0.0,low,130.0,0.0,0.0,0.0,train
dish_1561999287,,50.136581,low,90.0,2.546341,6.146341,2.107317,train
dish_1560444985,,198.937866,low,264.0,10.095443,24.075623,5.127491,train
dish_1563897395,,135.913651,low,233.0,2.611512,26.800489,2.887805,train
dish_1563378002,,106.079994,low,204.0,0.408,1.428,20.4,train
dish_1558640513,,153.845993,low,245.0,1.722,37.379997,2.513,train
dish_1562095283,,229.517426,low,197.0,19.747328,11.772673,5.268715,train
dish_1563307488,,538.035156,medium,247.0,30.635614,9.611122,50.928295,train
dish_1565640842,,307.429993,low,329.0,5.363,14.953,48.435001,train
dish_1560527140,,276.665314,low,138.0,18.125912,13.435576,14.706437,train
dish_1561579505,,31.5,low,126.0,0.378,6.3,2.268,train
dish_1561576707,,324.142426,low,492.0,10.745476,19.872356,38.398155,train
dish_1550705724,,148.050003,low,190.0,2.703,8.34,22.830002,train
dish_1563908957,,73.872749,low,159.0,3.572825,8.02375,4.40885,train
dish_1563911255,,293.192169,low,235.0,12.387642,24.054247,21.95612,train
dish_1563304333,,451.235687,medium,308.0,16.554087,26.73476,47.086288,train
dish_1565810237,,349.866394,low,306.0,19.25312,7.274593,38.688904,train
dish_1561576978,,511.614227,medium,341.0,25.017786,11.015146,58.580055,train
dish_1551394781,,26.280001,low,36.0,1.728,0.684,2.88,train
dish_1550788264,,79.559998,low,153.0,0.306,21.42,0.459,train
dish_1559678104,,99.962006,low,135.0,7.348568,7.806039,2.654628,train
dish_1551123455,,100.5,low,188.0,1.185,21.57,2.501,train
dish_1551378344,,64.970001,low,73.0,0.219,16.790001,0.803,train
dish_1563823894,,368.341003,low,400.0,20.78381,18.219273,30.525043,train
dish_1550875891,,198.0,low,120.0,4.32,0.0,37.200001,train
dish_1550705580,,108.900002,low,66.0,2.376,0.0,20.460001,train
dish_1563221157,,418.152008,medium,352.0,21.499546,23.968084,33.805244,train
dish_1562787848,,416.802032,medium,248.0,22.151569,30.17654,26.496395,train
dish_1558460138,,10.08,low,56.0,0.112,2.184,0.504,train
dish_1572279989,,0.0,low,243.0,0.0,0.0,0.0,train
dish_1550777566,,291.940002,low,119.0,21.57,21.419998,7.46,train
dish_1563221519,,379.96991,low,206.0,13.543454,32.183365,32.262424,train
dish_1559932674,,58.279999,low,124.0,0.124,14.88,1.116,train
dish_1550861124,,237.369995,low,336.0,0.945,60.200001,2.877,train
dish_1550713388,,77.549995,low,47.0,1.692,0.0,14.57,train
dish_1571931782,,0.0,low,104.0,0.0,0.0,0.0,train
dish_1551488197,,69.870003,low,77.0,2.458,3.28,9.010999,train
dish_1573764136,,0.0,low,211.0,0.0,0.0,0.0,train
dish_1558030383,,140.660004,low,26.0,10.92,0.364,9.62,train
dish_1551307090,,171.550003,low,52.0,11.686,11.48,6.152,train
dish_1563302447,,561.417053,medium,440.0,27.385805,31.36202,48.122875,train
dish_1551488572,,139.610001,low,23.0,12.42,4.83,4.6,train
dish_1561404956,,97.600792,low,82.0,2.638521,4.593264,13.654346,train
dish_1551237231,,47.850002,low,33.0,1.98,0.495,6.93,train
dish_1562687274,,161.021606,low,141.0,12.139805,13.517261,1.161127,train
dish_1565210009,,263.816223,low,290.0,8.292127,35.541317,13.797193,train
dish_1558718649,,25.84,low,76.0,0.152,6.08,0.608,train
dish_1562096907,,297.779602,low,266.0,31.159481,13.237985,38.056858,train
dish_1550874679,,13.6,low,40.0,0.28,2.72,0.28,train
dish_1561749857,,366.579254,low,447.0,15.792132,21.602934,35.232506,train
dish_1564675240,,502.878784,medium,886.0,5.376829,51.516174,55.499733,train
dish_1550705477,,203.5,low,188.0,7.45,17.799999,15.139999,train
dish_1551233802,,35.879997,low,69.0,0.138,9.66,0.207,train
dish_1558376734,,206.76001,low,60.0,16.380001,2.52,11.58,train
dish_1568666032,,243.584183,low,220.0,9.01176,26.886663,14.889456,train
dish_1559158354,,21.0,low,60.0,0.24,4.2,1.44,train
dish_1551488324,,46.0,low,40.0,4.28,2.52,0.32,train
dish_1562872365,,9.879999,low,76.0,0.152,1.672,1.14,train
dish_1563568357,,767.739746,medium,448.0,38.07679,69.42923,42.89555,train
dish_1558631904,,80.079994,low,154.0,0.308,21.559999,0.462,train
dish_1560543557,,87.869995,low,191.0,3.923,11.636001,3.353,train
dish_1561578373,,164.49585,low,132.0,7.536766,17.891659,7.000702,train
dish_1564589072,,419.31073,medium,241.0,24.043901,31.756098,17.40756,train
dish_1562861174,,401.797852,medium,274.0,26.503939,3.740394,33.422729,train
dish_1563392128,,169.934235,low,162.0,18.81292,6.487778,21.133221,train
dish_1551225381,,57.719997,low,111.0,0.222,15.54,0.333,train
dish_1559751710,,37.619999,low,66.0,0.198,9.24,0.462,train
dish_1563563348,,362.641998,low,294.0,22.785002,12.092001,29.322998,train
dish_1562010865,,376.24295,low,216.0,26.149803,7.233953,28.117785,train
dish_1566331914,,589.501648,medium,481.0,24.885231,47.358673,46.926689,train
dish_1559675178,,28.970001,low,100.0,0.231,6.335,1.675,train
dish_1562775510,,114.217117,low,190.0,0.733756,16.423389,10.066643,train
dish_1551314531,,91.120003,low,17.0,5.95,9.009999,1.19,train
dish_1565382733,,287.639984,low,102.0,12.24,32.639999,12.24,train
dish_1550862106,,117.089996,low,140.0,5.403,12.728,5.487,train
dish_1559678083,,75.812004,low,66.0,7.072568,2.976039,0.998628,train
dish_1558459994,,25.530001,low,37.0,0.074,6.66,0.259,train
dish_1565711115,,321.529999,low,308.0,14.41,2.387,39.709999,train
dish_1561578226,,119.220253,low,289.0,6.628325,13.898274,4.281533,train
dish_1563566939,,286.027252,low,238.0,6.804595,48.869175,10.508528,train
dish_1566331801,,296.990997,low,203.0,10.436333,11.249237,37.746067,train
dish_1562860045,,280.290009,low,123.0,21.279999,1.918,19.049999,train
dish_1558379876,,1148.250977,high,374.0,89.766998,32.146,68.292,train
dish_1559239151,,9.2,low,40.0,0.16,1.44,1.16,train
dish_1551565168,,25.5,low,102.0,0.306,5.1,1.836,train
dish_1564169298,,187.076355,low,299.0,7.090506,25.310051,8.460101,train
dish_1564428515,,484.618347,medium,479.0,25.66441,35.868031,29.964256,train
dish_1574720429,,0.0,low,96.0,0.0,0.0,0.0,train
dish_1562789328,,656.551575,medium,503.0,27.782553,69.703827,40.745659,train
dish_1558640145,,177.953003,low,287.0,2.18,42.099998,3.493,train
dish_1561996750,,29.67,low,43.0,0.086,7.74,0.301,train
dish_1563381760,,140.502548,low,164.0,5.245528,21.24815,3.458358,train
dish_1558031675,,248.882004,low,180.0,11.228,25.952,11.348,train
dish_1564774773,,50.136581,low,90.0,2.546341,6.146341,2.107317,train
dish_1567625434,,581.253052,medium,396.0,25.45192,23.362089,65.588402,train
dish_1564083480,,259.701996,low,133.0,18.263,2.427,21.991999,train
dish_1551377782,,86.360001,low,127.0,1.778,15.24,3.048,train
dish_1558640190,,19.719999,low,58.0,0.116,4.64,0.464,train
dish_1561752970,,642.29187,medium,299.0,32.43063,31.769815,55.246094,train
dish_1558630450,,86.25,low,125.0,0.25,22.5,0.875,train
dish_1560961179,,153.919998,low,104.0,11.44,1.664,10.400001,train
dish_1565721800,,33.345001,low,171.0,0.7695,6.669,1.4535,train
dish_1561574783,,29.626781,low,24.0,2.815253,0.966312,0.575964,train
dish_1561406817,,273.385437,low,243.0,0.959091,57.742405,6.795967,train
dish_1566333255,,515.545227,medium,372.0,20.582203,43.079132,39.081741,train
dish_1550775126,,219.75,low,175.0,6.776999,40.98,2.781,train
dish_1561996122,,405.380005,medium,173.0,30.809999,2.692,27.560001,train
dish_1563475874,,93.029999,low,251.0,0.401,22.709999,2.23,train
dish_1562011765,,423.923004,medium,283.0,23.582834,14.153584,39.041424,train
dish_1551378291,,7.344,low,36.0,0.036,1.404,0.792,train
dish_1563295400,,402.984802,medium,269.0,24.84903,26.972351,18.609489,train
dish_1551389268,,135.804001,low,108.0,10.511,3.913,7.322,train
dish_1558725786,,113.527,low,107.0,2.568,23.539999,3.317,train
dish_1566332116,,153.550003,low,275.0,12.244,11.356,3.761,train
dish_1566488956,,280.888275,low,489.0,2.903561,22.376442,35.527023,train
dish_1551377094,,37.130001,low,79.0,0.079,9.48,0.711,train
dish_1558723671,,38.130001,low,93.0,0.186,9.3,0.837,train
dish_1551563001,,60.900002,low,42.0,2.52,0.63,8.82,train
dish_1573764183,,0.0,low,271.0,0.0,0.0,0.0,train
dish_1568143572,,187.42543,low,128.0,6.879407,22.03297,10.185662,train
dish_1551321715,,25.620001,low,42.0,0.21,6.3,0.462,train
dish_1566502472,,132.919037,low,119.0,7.735376,15.924625,3.416664,train
dish_1563565415,,303.477142,low,284.0,18.174141,24.998693,21.371407,train
dish_1562788760,,331.324493,low,178.0,23.029417,6.902499,33.741703,train
dish_1558639876,,68.18,low,215.0,0.529,15.370001,2.767,train
dish_1558114284,,162.230011,low,316.0,0.632,22.569,21.320999,train
dish_1558116090,,30.940001,low,91.0,0.182,7.28,0.728,train
dish_1551392884,,27.84,low,29.0,0.435,6.09,0.986,train
dish_1551565289,,88.229996,low,172.0,5.615,10.167,2.47,train
dish_1558722434,,8.46,low,47.0,0.094,1.833,0.423,train
dish_1558722370,,19.75,low,79.0,0.237,3.95,1.422,train
dish_1551225836,,189.660004,low,87.0,2.523,39.149998,5.22,train
dish_1562168427,,193.709991,low,368.0,0.699,33.494999,13.921,train
dish_1558375506,,73.839996,low,142.0,0.284,0.426,19.879999,train
dish_1574098218,,0.0,low,116.0,0.0,0.0,0.0,train
dish_1564590115,,115.805847,low,121.0,2.951219,21.248781,1.180488,train
dish_1551323574,,61.880001,low,91.0,1.274,10.92,2.184,train
dish_1572552638,,0.0,low,165.0,0.0,0.0,0.0,train
dish_1567107839,,174.284485,low,156.0,16.46933,11.980703,18.763048,train
dish_1558637393,,739.968018,medium,128.0,63.360001,29.056,28.672001,train
dish_1558720364,,73.839996,low,142.0,0.284,19.879999,0.426,train
dish_1566933180,,161.449524,low,96.0,7.634025,2.197063,19.702276,train
dish_1565728494,,326.32962,low,163.0,12.881792,22.054083,28.691757,train
dish_1567801748,,169.072418,low,71.0,6.686759,16.373152,10.276019,train
dish_1568660810,,132.539993,low,47.0,5.64,15.04,5.64,train
dish_1572548822,,0.0,low,77.0,0.0,0.0,0.0,train
dish_1550797692,,220.544006,low,64.0,17.472,2.688,12.352,train
dish_1567106646,,61.040001,low,201.0,0.347,13.602001,2.557,train
dish_1551221581,,74.120003,low,34.0,0.986,15.299999,2.04,train
dish_1559240441,,19.470001,low,59.0,0.177,4.72,0.413,train
dish_1563308323,,27.059999,low,66.0,0.132,6.6,0.594,train
dish_1558381742,,78.199997,low,68.0,7.276,4.284,0.544,train
dish_1565020822,,180.56488,low,193.0,5.834682,17.256317,12.977074,train
dish_1566245398,,506.355377,medium,230.0,31.183908,4.258222,49.023197,train
dish_1565035774,,57.5,low,185.0,0.441,12.25,3.129,train
dish_1567110811,,537.987976,medium,282.0,31.243414,21.507914,39.921242,train
dish_1551138312,,138.938004,low,180.0,1.692,27.547001,4.559,train
dish_1559590005,,360.832489,low,241.0,16.641808,39.46653,14.747198,train
dish_1551304854,,91.120003,low,134.0,1.876,16.08,3.216,train
dish_1561665378,,74.269997,low,70.0,1.68,15.4,2.17,train
dish_1551125436,,53.400002,low,142.0,0.72,10.872,2.868,train
dish_1559843185,,64.349998,low,161.0,0.514,15.219999,1.707,train
dish_1562777000,,195.360001,low,132.0,14.52,2.112,13.2,train
dish_1551396061,,218.520004,low,36.0,19.440001,7.56,7.2,train
dish_1563476646,,380.158081,low,218.0,18.121593,21.653313,29.908882,train
dish_1559848857,,28.089998,low,53.0,0.159,6.89,0.424,train
dish_1551565613,,13.25,low,53.0,0.159,2.65,0.954,train
dish_1564432128,,217.028381,low,102.0,11.281487,21.601864,8.091219,train
dish_1573147034,,0.0,low,101.0,0.0,0.0,0.0,train
dish_1558631825,,118.832001,low,112.0,2.688,24.639999,3.472,train
dish_1561578800,,338.354706,low,146.0,14.539577,38.594208,13.271948,train
dish_1558724574,,50.740002,low,118.0,0.354,10.620001,4.012,train
dish_1558632990,,25.25,low,101.0,0.303,5.05,1.818,train
dish_1562094694,,134.596008,low,142.0,11.607294,7.249883,2.246118,train
dish_1563294547,,430.265656,medium,455.0,16.907398,71.27211,4.364019,train
dish_1562945823,,62.19532,low,99.0,2.125645,10.413193,1.383,train
dish_1571946265,,0.0,low,86.0,0.0,0.0,0.0,train
dish_1562702091,,86.534729,low,214.0,5.066993,9.079793,2.838268,train
dish_1551565321,,88.229996,low,172.0,5.615,10.167,2.47,train
dish_1551225067,,63.48,low,46.0,0.966,11.5,2.07,train
dish_1566920365,,490.421692,medium,871.0,5.324439,41.393566,60.675976,train
dish_1551124157,,143.059998,low,164.0,7.399,11.892,7.489,train
dish_1562010085,,440.321442,medium,264.0,25.204319,11.446744,41.166977,train
dish_1565897617,,356.831787,low,211.0,22.75914,9.717452,29.763849,train
dish_1565024741,,359.927979,low,192.0,25.127998,10.634001,22.297001,train
dish_1550708327,,67.07,low,170.0,3.149,6.175,5.513,train
dish_1563563527,,322.90625,low,302.0,23.71756,25.659563,25.201244,train
dish_1562872182,,41.539997,low,296.0,0.626,6.886,4.984,train
dish_1551235270,,317.286011,low,111.0,15.404001,26.206001,18.022999,train
dish_1561746912,,264.095947,low,210.0,8.211681,27.373018,20.891369,train
dish_1565123845,,268.661774,low,201.0,12.761543,17.499899,20.015167,train
dish_1568318286,,32.200001,low,115.0,0.46,6.095,2.53,train
dish_1559157777,,2.53,low,11.0,0.044,0.396,0.319,train
dish_1551235211,,156.779999,low,39.0,12.870001,0.507,9.75,train
dish_1561579673,,221.304153,low,360.0,7.60451,22.447077,18.344212,train
dish_1551306241,,102.789993,low,19.0,7.98,0.266,7.03,train
dish_1565711453,,198.320007,low,134.0,14.74,2.144,13.400001,train
dish_1558636980,,222.778,low,397.0,4.738,47.007004,4.415,train
dish_1561662842,,263.125488,low,172.0,8.762704,5.882767,38.171024,train
dish_1558721980,,26.860001,low,79.0,0.158,6.32,0.632,train
dish_1567785709,,131.250626,low,138.0,8.397309,14.615491,1.001891,train
dish_1550874267,,92.190002,low,132.0,10.509,4.632,14.812,train
dish_1564169340,,657.517517,medium,518.0,30.844044,48.579582,48.924637,train
dish_1565638599,,368.698364,low,279.0,15.76237,23.103624,32.858444,train
dish_1568229442,,465.773438,medium,349.0,28.091572,9.821096,43.050182,train
dish_1558459276,,102.699997,low,79.0,0.237,22.120001,2.133,train
dish_1561753203,,265.471954,low,207.0,13.340455,7.747137,26.240112,train
dish_1562686577,,556.563965,medium,531.0,24.720999,56.031998,29.221001,train
dish_1550792493,,87.5,low,35.0,5.25,0.0,9.099999,train
dish_1551237180,,101.519997,low,216.0,0.216,25.92,1.944,train
dish_1568229399,,143.805573,low,128.0,13.366684,5.405974,2.586734,train
dish_1567613019,,376.526337,low,645.0,4.760488,38.998512,39.138195,train
dish_1551324246,,75.739998,low,14.0,5.88,0.196,5.18,train
dish_1563820806,,207.814453,low,273.0,4.19148,10.491399,31.381857,train
dish_1558640781,,80.079994,low,154.0,0.308,21.559999,0.462,train
dish_1568666000,,209.934982,low,197.0,7.829318,25.612118,10.612808,train
dish_1561737248,,699.382019,medium,394.0,45.718998,30.168999,40.369003,train
dish_1563566909,,222.530014,low,187.0,0.748,46.75,9.35,train
dish_1558459059,,28.98,low,42.0,0.084,7.56,0.294,train
dish_1565809120,,365.630005,low,502.0,1.734,22.898001,63.227997,train
dish_1563309285,,59.450005,low,128.0,3.721,6.603,1.768,train
dish_1551225666,,5.5,low,25.0,0.075,0.825,0.775,train
dish_1551395580,,61.099998,low,47.0,0.141,13.16,1.269,train
dish_1565034661,,219.813263,low,146.0,15.149511,16.317738,6.132204,train
dish_1558720289,,20.0,low,80.0,0.24,4.0,1.44,train
dish_1562860723,,87.909996,low,160.0,0.386,21.93,1.026,train
dish_1566501126,,564.917969,medium,369.0,33.761002,17.909,50.878998,train
dish_1551141931,,21.08,low,62.0,0.124,4.96,0.496,train
dish_1561740411,,333.214539,low,297.0,24.262791,11.968246,17.558758,train
dish_1558642089,,39.360001,low,96.0,0.192,9.6,0.864,train
dish_1560543682,,121.259995,low,86.0,5.848001,15.48,1.806,train
dish_1557861216,,0.0,low,1.0,0.0,0.0,0.0,train
dish_1550712486,,257.119995,low,141.0,11.606,1.862,34.788002,train
dish_1565207896,,298.380798,low,383.0,18.03528,18.665737,24.572189,train
dish_1563309189,,37.950001,low,33.0,3.531,2.079,0.264,train
dish_1574728191,,0.0,low,145.0,0.0,0.0,0.0,train
dish_1561491121,,31.45747,low,28.0,2.923962,1.182557,0.565848,train
dish_1565382969,,13.110001,low,57.0,0.228,2.052,1.653,train
dish_1551374895,,18.199999,low,52.0,0.208,3.64,1.248,train
dish_1558109511,,213.897003,low,37.0,18.315001,8.399,8.288,train
dish_1551136769,,216.590012,low,112.0,12.497,12.812,12.424999,train
dish_1564428102,,133.219666,low,107.0,12.706974,4.446124,2.430635,train
dish_1551303727,,26.66,low,62.0,0.186,5.58,2.108,train
dish_1551304973,,5.94,low,27.0,0.081,0.891,0.837,train
dish_1566937992,,276.53598,low,104.0,9.776,34.84,11.648001,train
dish_1558029842,,22.780001,low,67.0,0.134,5.36,0.536,train
dish_1560369273,,308.951691,low,221.0,28.424227,10.639672,36.668308,train
dish_1559668238,,290.139984,low,89.0,19.58,28.48,2.314,train
dish_1562860700,,23.5,low,47.0,0.047,6.11,0.235,train
dish_1564686966,,153.204697,low,65.0,10.102215,2.514239,13.087502,train
dish_1568401261,,530.393372,medium,443.0,26.350721,34.582966,39.131962,train
dish_1558116399,,7.0,low,25.0,0.1,1.325,0.55,train
dish_1550773349,,64.919998,low,12.0,5.04,0.168,4.44,train
dish_1558640105,,77.453003,low,73.0,1.752,16.059999,2.263,train
dish_1562010418,,209.545135,low,157.0,13.460272,7.343752,15.532299,train
dish_1563564676,,50.623695,low,62.0,1.979075,5.197519,3.843747,train
dish_1563217774,,96.138458,low,265.0,3.161575,15.4723,5.178558,train
dish_1566330466,,377.425903,low,283.0,16.740232,25.28451,30.1614,train
dish_1551488861,,217.098007,low,63.0,17.198999,2.646,12.159,train
dish_1558636544,,410.451019,medium,71.0,35.145,16.117001,15.904,train
dish_1550771487,,5.6,low,56.0,0.0,1.12,0.56,train
dish_1551493159,,330.81601,low,96.0,26.208,4.032,18.528,train
dish_1561392710,,31.800001,low,106.0,0.212,8.056,0.636,train
dish_1562959766,,431.126984,medium,307.0,16.339182,40.705559,29.82984,train
dish_1550707236,,127.391998,low,48.0,2.016,20.304001,6.48,train
dish_1550875058,,138.210007,low,128.0,12.013,11.35,12.988,train
dish_1566414225,,125.182129,low,88.0,4.186408,17.941746,3.759223,train
