dish_id,image_path,calories,calorie_level,mass,fat,carb,protein,split
dish_1558629398,data/nutrition5k/images/dish_1558629398.png,21.76,low,64.0,0.448,4.352,0.448,val
dish_1560443537,data/nutrition5k/images/dish_1560443537.png,237.639999,low,411.0,0.913,60.169998,2.651,val
dish_1562873187,data/nutrition5k/images/dish_1562873187.png,64.216751,low,255.0,2.404025,9.26375,4.02645,train
dish_1562788032,data/nutrition5k/images/dish_1562788032.png,137.238892,low,214.0,6.001858,12.60999,9.557199,train
dish_1566835641,data/nutrition5k/images/dish_1566835641.png,312.766815,low,546.0,2.569756,14.950245,48.643902,train
dish_1566331828,data/nutrition5k/images/dish_1566331828.png,349.583069,low,306.0,11.754175,20.38279,41.194607,train
dish_1564000536,data/nutrition5k/images/dish_1564000536.png,659.906189,medium,397.0,27.075863,60.701588,43.828613,train
dish_1562790259,data/nutrition5k/images/dish_1562790259.png,518.591736,medium,207.0,43.956383,7.921093,27.413876,test
dish_1561060703,data/nutrition5k/images/dish_1561060703.png,538.466736,medium,445.0,23.648355,44.77372,37.730045,train
dish_1563295400,data/nutrition5k/images/dish_1563295400.png,402.984802,medium,269.0,24.84903,26.972351,18.609489,train
dish_1562959190,data/nutrition5k/images/dish_1562959190.png,518.801147,medium,378.0,31.28495,53.022335,26.722988,train
dish_1558372948,data/nutrition5k/images/dish_1558372948.png,687.939026,medium,119.0,58.904999,27.013,26.656,train
dish_1565640894,data/nutrition5k/images/dish_1565640894.png,464.892029,medium,422.0,18.178001,20.476002,55.195004,train
dish_1562603842,data/nutrition5k/images/dish_1562603842.png,594.2453,medium,237.0,38.460644,60.725197,6.708,train
dish_1563309398,data/nutrition5k/images/dish_1563309398.png,655.986816,medium,604.0,20.217884,23.338593,93.24395,train
dish_1563553780,data/nutrition5k/images/dish_1563553780.png,557.728821,medium,167.0,42.536613,23.808483,25.768,train
dish_1566923060,data/nutrition5k/images/dish_1566923060.png,515.820007,medium,248.0,34.609001,33.981998,18.783001,train
dish_1561575068,data/nutrition5k/images/dish_1561575068.png,421.936707,medium,436.0,17.683113,16.640642,49.57029,train
dish_1561404505,data/nutrition5k/images/dish_1561404505.png,543.92334,medium,442.0,34.617195,25.785635,36.765293,test
dish_1562958809,data/nutrition5k/images/dish_1562958809.png,511.673645,medium,389.0,24.147148,44.695526,28.865578,train
dish_1564590288,data/nutrition5k/images/dish_1564590288.png,464.855835,medium,848.0,4.442219,57.084778,44.839493,train
dish_1559581356,data/nutrition5k/images/dish_1559581356.png,436.946686,medium,294.0,31.165363,8.55025,29.397259,train
dish_1562617492,data/nutrition5k/images/dish_1562617492.png,558.5578,medium,373.0,27.255165,39.354103,39.668491,train
dish_1564687090,data/nutrition5k/images/dish_1564687090.png,498.018677,medium,416.0,32.74007,40.485527,38.089466,train
dish_1562010085,data/nutrition5k/images/dish_1562010085.png,440.321442,medium,264.0,25.204319,11.446744,41.166977,train
dish_1565203015,data/nutrition5k/images/dish_1565203015.png,663.939575,medium,397.0,19.142382,8.94381,107.055565,train
dish_1560798815,data/nutrition5k/images/dish_1560798815.png,404.963837,medium,341.0,15.423538,46.987759,22.861877,train
dish_1560367733,data/nutrition5k/images/dish_1560367733.png,661.441162,medium,388.0,26.763107,54.923664,46.178318,val
dish_1558380557,data/nutrition5k/images/dish_1558380557.png,699.320068,medium,212.0,54.440002,24.960001,32.732002,train
dish_1566402095,data/nutrition5k/images/dish_1566402095.png,421.11615,medium,577.0,8.430679,32.411625,46.206608,train
dish_1565382856,data/nutrition5k/images/dish_1565382856.png,446.326233,medium,294.0,19.171455,52.541916,18.301077,test
dish_1563468362,data/nutrition5k/images/dish_1563468362.png,411.686035,medium,598.0,9.998622,58.30032,23.599888,test
dish_1562690144,data/nutrition5k/images/dish_1562690144.png,645.762329,medium,354.0,48.078743,8.460017,43.36623,train
dish_1560360148,data/nutrition5k/images/dish_1560360148.png,587.794006,medium,317.0,33.510998,41.481003,29.463799,train
dish_1559242221,data/nutrition5k/images/dish_1559242221.png,659.033997,medium,114.0,56.43,25.878,25.536001,train
dish_1563481061,data/nutrition5k/images/dish_1563481061.png,541.200073,medium,350.0,29.770956,34.385365,32.6689,train
dish_1566413510,data/nutrition5k/images/dish_1566413510.png,751.383057,medium,412.0,58.564003,17.134001,44.223,train
dish_1562947503,data/nutrition5k/images/dish_1562947503.png,438.122009,medium,408.0,20.1,42.709999,21.657999,train
dish_1559678405,data/nutrition5k/images/dish_1559678405.png,552.346069,medium,386.0,37.108223,14.894657,39.692425,test
dish_1558719994,data/nutrition5k/images/dish_1558719994.png,768.873047,medium,133.0,65.834999,30.191,29.792002,train
dish_1562008517,data/nutrition5k/images/dish_1562008517.png,401.729523,medium,370.0,11.505786,54.154385,21.236305,train
dish_1565894910,data/nutrition5k/images/dish_1565894910.png,537.113037,medium,179.0,21.353001,67.945007,18.191,train
dish_1562790855,data/nutrition5k/images/dish_1562790855.png,739.376465,medium,507.0,67.884842,23.783417,78.431671,train
dish_1561661850,data/nutrition5k/images/dish_1561661850.png,648.975952,medium,264.0,25.375412,67.575478,35.485809,train
dish_1562789301,data/nutrition5k/images/dish_1562789301.png,606.91156,medium,435.0,24.518549,68.411819,35.305656,test
dish_1562169840,data/nutrition5k/images/dish_1562169840.png,739.663696,medium,389.0,53.890759,21.785473,41.75605,train
dish_1558376483,data/nutrition5k/images/dish_1558376483.png,735.030029,medium,270.0,55.444,32.240002,33.301003,train
dish_1565972715,data/nutrition5k/images/dish_1565972715.png,657.545837,medium,510.0,46.845226,15.662046,43.166805,train
dish_1562961650,data/nutrition5k/images/dish_1562961650.png,555.712891,medium,312.0,32.363281,40.29348,45.515503,train
dish_1560800836,data/nutrition5k/images/dish_1560800836.png,479.399994,medium,170.0,20.4,54.399998,20.4,train
dish_1559933834,data/nutrition5k/images/dish_1559933834.png,775.029236,medium,458.0,51.820778,22.731771,54.541294,train
dish_1562960520,data/nutrition5k/images/dish_1562960520.png,422.399261,medium,303.0,19.659971,31.715603,29.545202,test
dish_1564159636,data/nutrition5k/images/dish_1564159636.png,487.873688,medium,134.0,37.411686,5.267181,31.4161,val
dish_1561492204,data/nutrition5k/images/dish_1561492204.png,488.636322,medium,334.0,15.686282,49.120712,37.193401,train
dish_1567022296,data/nutrition5k/images/dish_1567022296.png,425.410004,medium,444.0,10.966,18.481001,61.859001,test
dish_1565727851,data/nutrition5k/images/dish_1565727851.png,406.473999,medium,305.0,21.754999,13.028001,41.220005,train
dish_1558718974,data/nutrition5k/images/dish_1558718974.png,422.013,medium,73.0,36.135002,16.570999,16.352001,train
dish_1561579902,data/nutrition5k/images/dish_1561579902.png,406.397736,medium,247.0,24.016941,9.004458,37.768024,train
dish_1565811091,data/nutrition5k/images/dish_1565811091.png,504.400024,medium,371.0,17.632,9.06,74.731003,train
dish_1560367698,data/nutrition5k/images/dish_1560367698.png,556.721252,medium,295.0,26.010103,33.583664,43.318321,train
dish_1560887480,data/nutrition5k/images/dish_1560887480.png,668.084106,medium,374.0,30.156406,53.686604,43.585083,train
dish_1562085185,data/nutrition5k/images/dish_1562085185.png,550.51001,medium,227.0,39.369999,28.83,21.147999,train
dish_1563568338,data/nutrition5k/images/dish_1563568338.png,631.706665,medium,371.0,29.600521,57.599113,38.704674,train
dish_1564589072,data/nutrition5k/images/dish_1564589072.png,419.31073,medium,241.0,24.043901,31.756098,17.40756,train
dish_1565107211,data/nutrition5k/images/dish_1565107211.png,523.634644,medium,799.0,13.528048,49.041954,47.71722,train
dish_1563984296,data/nutrition5k/images/dish_1563984296.png,436.337067,medium,871.0,3.53839,44.607613,51.177761,train
dish_1558379391,data/nutrition5k/images/dish_1558379391.png,604.062073,medium,223.0,45.939999,28.863998,26.037001,train
dish_1565195493,data/nutrition5k/images/dish_1565195493.png,406.998535,medium,291.0,21.026194,20.198807,30.984879,train
dish_1565119439,data/nutrition5k/images/dish_1565119439.png,465.412231,medium,189.0,19.563423,42.858475,27.351355,train
dish_1565382886,data/nutrition5k/images/dish_1565382886.png,470.086212,medium,348.0,20.305454,54.863914,20.029079,train
dish_1563812615,data/nutrition5k/images/dish_1563812615.png,402.784088,medium,386.0,18.810022,17.201342,39.896744,train
dish_1568061320,data/nutrition5k/images/dish_1568061320.png,535.839905,medium,491.0,19.667326,48.117958,41.280106,train
dish_1566333255,data/nutrition5k/images/dish_1566333255.png,515.545227,medium,372.0,20.582203,43.079132,39.081741,train
dish_1567526814,data/nutrition5k/images/dish_1567526814.png,408.25,medium,639.0,7.166,34.331001,45.199997,val
dish_1560444815,data/nutrition5k/images/dish_1560444815.png,495.119995,medium,571.0,26.717999,40.627998,25.66,test
dish_1562959599,data/nutrition5k/images/dish_1562959599.png,403.636139,medium,281.0,26.581678,28.355869,25.209208,train
dish_1566938088,data/nutrition5k/images/dish_1566938088.png,494.496582,medium,381.0,18.896538,44.580452,36.300964,train
dish_1562602687,data/nutrition5k/images/dish_1562602687.png,721.365173,medium,311.0,52.319649,32.215893,31.824261,train
dish_1565972384,data/nutrition5k/images/dish_1565972384.png,432.243896,medium,706.0,4.748146,30.064856,57.15366,train
dish_1560360102,data/nutrition5k/images/dish_1560360102.png,401.494019,medium,248.0,27.991001,13.674002,23.033001,test
dish_1565638365,data/nutrition5k/images/dish_1565638365.png,612.350098,medium,389.0,33.065617,36.632473,41.299091,train
dish_1557862783,data/nutrition5k/images/dish_1557862783.png,442.97998,medium,258.0,24.919001,3.85,50.416,train
dish_1563304369,data/nutrition5k/images/dish_1563304369.png,457.172119,medium,326.0,16.765852,27.775938,47.262756,train
dish_1558379876,data/nutrition5k/images/dish_1558379876.png,1148.250977,high,374.0,89.766998,32.146,68.292,train
dish_1559244649,data/nutrition5k/images/dish_1559244649.png,906.761047,high,455.0,40.265182,51.688858,83.275085,val
dish_1563567372,data/nutrition5k/images/dish_1563567372.png,951.910889,high,590.0,66.170242,81.629341,75.377937,train
dish_1564082462,data/nutrition5k/images/dish_1564082462.png,905.354492,high,609.0,32.071827,40.532917,108.82251,train
dish_1565033220,data/nutrition5k/images/dish_1565033220.png,908.60498,high,578.0,59.342999,19.202002,76.664001,test
dish_1566414780,data/nutrition5k/images/dish_1566414780.png,807.416321,high,651.0,35.501945,33.422516,102.633827,train
dish_1566502573,data/nutrition5k/images/dish_1566502573.png,821.510193,high,487.0,43.20623,60.718185,51.18927,train
dish_1558637423,data/nutrition5k/images/dish_1558637423.png,948.859009,high,409.0,66.363998,77.916,32.687,train
dish_1561753075,data/nutrition5k/images/dish_1561753075.png,945.670715,high,668.0,47.436813,46.316841,82.687485,train
dish_1566931674,data/nutrition5k/images/dish_1566931674.png,990.989014,high,531.0,76.803001,23.140001,58.401997,val
dish_1560357297,data/nutrition5k/images/dish_1560357297.png,942.454041,high,492.0,71.887001,10.706,59.336998,train
dish_1565203094,data/nutrition5k/images/dish_1565203094.png,898.019653,high,485.0,27.678381,37.98381,116.735558,train
dish_1566591080,data/nutrition5k/images/dish_1566591080.png,909.629578,high,549.0,43.513371,19.378721,103.567314,train
dish_1565033265,data/nutrition5k/images/dish_1565033265.png,1324.084961,high,625.0,106.343002,19.202002,76.664001,train
dish_1566328776,data/nutrition5k/images/dish_1566328776.png,901.810059,high,436.0,28.684999,78.293999,77.723999,train
dish_1558375886,data/nutrition5k/images/dish_1558375886.png,1050.511108,high,277.0,84.153,42.757,44.874004,train
dish_1562603867,data/nutrition5k/images/dish_1562603867.png,1049.11731,high,369.0,74.496643,66.269196,32.184002,train
dish_1563480608,data/nutrition5k/images/dish_1563480608.png,886.946472,high,650.0,40.421227,42.644722,83.222633,train
dish_1566414342,data/nutrition5k/images/dish_1566414342.png,846.367065,high,552.0,31.578682,53.343304,83.57795,train
dish_1561577598,data/nutrition5k/images/dish_1561577598.png,813.452026,high,393.0,46.151894,26.876921,67.191734,train
dish_1563476463,data/nutrition5k/images/dish_1563476463.png,1067.511108,high,542.0,50.651024,65.623291,82.447823,train
dish_1566414412,data/nutrition5k/images/dish_1566414412.png,920.120422,high,658.0,37.812386,57.062336,85.334846,val
dish_1560356627,data/nutrition5k/images/dish_1560356627.png,980.047974,high,301.0,75.973999,6.92,63.124001,train
dish_1563304958,data/nutrition5k/images/dish_1563304958.png,951.840942,high,614.0,34.427452,13.26985,141.707581,train
dish_1558378634,data/nutrition5k/images/dish_1558378634.png,874.966003,high,315.0,64.777,44.301998,37.979,train
dish_1558721827,data/nutrition5k/images/dish_1558721827.png,886.523071,high,429.0,66.524002,59.541,32.415001,train
dish_1563305083,data/nutrition5k/images/dish_1563305083.png,1234.856323,high,901.0,56.759739,32.056351,147.491821,train
dish_1568318480,data/nutrition5k/images/dish_1568318480.png,1119.280029,high,587.0,67.208,9.174999,117.905998,train
dish_1563827482,data/nutrition5k/images/dish_1563827482.png,894.521667,high,621.0,55.955669,24.548782,77.380013,val
dish_1563305047,data/nutrition5k/images/dish_1563305047.png,1032.31189,high,806.0,36.693317,28.700218,143.492493,train
dish_1562180157,data/nutrition5k/images/dish_1562180157.png,1009.176697,high,557.0,72.163277,25.456959,63.837643,train
dish_1558373159,data/nutrition5k/images/dish_1558373159.png,1013.337036,high,334.0,79.117996,30.505001,60.625,train
dish_1568401090,data/nutrition5k/images/dish_1568401090.png,1158.98999,high,614.0,73.225998,18.445999,108.667999,train
dish_1563304925,data/nutrition5k/images/dish_1563304925.png,874.46106,high,508.0,29.339449,11.255851,133.227585,train
dish_1562180089,data/nutrition5k/images/dish_1562180089.png,851.298767,high,437.0,57.796677,19.00104,60.67337,train
dish_1558725286,data/nutrition5k/images/dish_1558725286.png,816.792053,high,308.0,65.965004,40.704002,33.318001,train
dish_1560974769,data/nutrition5k/images/dish_1560974769.png,3943.325195,high,3051.0,10.976549,844.568604,83.749603,train
dish_1564686832,data/nutrition5k/images/dish_1564686832.png,829.737549,high,392.0,39.732468,64.516342,54.179504,train
dish_1564685482,data/nutrition5k/images/dish_1564685482.png,851.396545,high,337.0,49.484638,63.400967,40.429775,train
dish_1564686855,data/nutrition5k/images/dish_1564686855.png,1030.160645,high,435.0,52.116467,85.930336,56.845505,test
dish_1566328831,data/nutrition5k/images/dish_1566328831.png,941.609985,high,500.0,30.021,85.809998,78.080002,train
dish_1566501153,data/nutrition5k/images/dish_1566501153.png,1006.917969,high,419.0,83.761002,17.909,50.879002,test
dish_1561752996,data/nutrition5k/images/dish_1561752996.png,848.655762,high,415.0,42.90057,36.336651,76.788078,train
dish_1563476551,data/nutrition5k/images/dish_1563476551.png,1116.391113,high,750.0,51.413692,74.705963,85.498482,train
dish_1558116298,data/nutrition5k/images/dish_1558116298.png,854.690979,high,368.0,62.372002,48.107002,35.868004,train
dish_1563826306,data/nutrition5k/images/dish_1563826306.png,882.837463,high,312.0,48.949856,69.584892,44.391125,train
dish_1561753021,data/nutrition5k/images/dish_1561753021.png,918.175781,high,573.0,46.218571,43.13065,81.844078,train
dish_1558720236,data/nutrition5k/images/dish_1558720236.png,887.823059,high,407.0,66.440002,60.460999,31.913002,test
dish_1565811139,data/nutrition5k/images/dish_1565811139.png,902.200012,high,416.0,62.632004,9.06,74.731003,train
dish_1566590056,data/nutrition5k/images/dish_1566590056.png,815.647644,high,519.0,34.712166,63.927059,62.926941,train
dish_1564170010,data/nutrition5k/images/dish_1564170010.png,1264.54834,high,831.0,61.893875,57.291939,116.862572,test
dish_1561737293,data/nutrition5k/images/dish_1561737293.png,801.822021,high,636.0,46.077,55.828995,41.927002,train
dish_1562603895,data/nutrition5k/images/dish_1562603895.png,1268.157349,high,517.0,90.776642,68.637192,46.984001,train
dish_1563476408,data/nutrition5k/images/dish_1563476408.png,990.400024,high,513.0,47.925026,55.908291,79.199821,train
dish_1567801520,data/nutrition5k/images/dish_1567801520.png,919.097168,high,600.0,42.248199,53.029022,79.971626,test
dish_1558373492,data/nutrition5k/images/dish_1558373492.png,888.22998,high,325.0,66.768997,42.290001,38.957001,train
dish_1566591048,data/nutrition5k/images/dish_1566591048.png,876.201843,high,481.0,42.708851,12.67119,102.963142,train
dish_1566329049,data/nutrition5k/images/dish_1566329049.png,814.930786,high,575.0,28.273495,79.15834,60.86187,train
dish_1566328805,data/nutrition5k/images/dish_1566328805.png,927.809998,high,488.0,28.737,85.054001,77.984001,train
dish_1563305005,data/nutrition5k/images/dish_1563305005.png,1003.948853,high,720.0,35.681553,23.725708,142.649384,train
dish_1568305257,data/nutrition5k/images/dish_1568305257.png,837.147766,high,420.0,65.496887,9.31325,52.072983,train
dish_1568318408,data/nutrition5k/images/dish_1568318408.png,907.119995,high,563.0,43.207996,9.174999,117.905998,val
dish_1560527225,data/nutrition5k/images/dish_1560527225.png,937.789368,high,503.0,65.745911,31.893578,52.88044,test
dish_1563478751,data/nutrition5k/images/dish_1563478751.png,950.395081,high,545.0,45.303986,54.133282,74.772202,train
dish_1563476577,data/nutrition5k/images/dish_1563476577.png,1238.033691,high,857.0,62.574154,79.60125,87.671616,train
