image_path,food_label,portion_label,split,use_for_portion
data/food101_subset/pasta/pasta_0414.jpg,pasta,large,test,yes
data/food101_subset/pasta/pasta_0156.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0604.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0428.jpg,pasta,small,test,yes
data/food101_subset/pasta/pasta_0128.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0616.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0930.jpg,pasta,large,val,yes
data/food101_subset/pasta/pasta_0150.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0157.jpg,pasta,large,val,yes
data/food101_subset/pasta/pasta_0466.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0400.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0528.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0347.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0518.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0812.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0735.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0241.jpg,pasta,medium,val,yes
data/food101_subset/pasta/pasta_0936.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0024.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0237.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0825.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0658.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0624.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0994.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0499.jpg,pasta,small,val,yes
data/food101_subset/pasta/pasta_0108.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0488.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0960.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0101.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0246.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0771.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0502.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0951.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0865.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0060.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0176.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0577.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0208.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0663.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0010.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0867.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0729.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0592.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0436.jpg,pasta,large,test,yes
data/food101_subset/pasta/pasta_0326.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0387.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0486.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0793.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0874.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0862.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0908.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0815.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0183.jpg,pasta,small,train,yes
data/food101_subset/pasta/pasta_0608.jpg,pasta,medium,train,yes
data/food101_subset/pasta/pasta_0754.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0210.jpg,pasta,large,train,yes
data/food101_subset/pasta/pasta_0889.jpg,pasta,medium,val,yes
data/food101_subset/pizza/pizza_0667.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0130.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0785.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0153.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0921.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0946.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0049.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0016.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0773.jpg,pizza,medium,val,yes
data/food101_subset/pizza/pizza_0121.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0171.jpg,pizza,large,val,yes
data/food101_subset/pizza/pizza_0653.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0027.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0806.jpg,pizza,small,test,yes
data/food101_subset/pizza/pizza_0274.jpg,pizza,small,test,yes
data/food101_subset/pizza/pizza_0997.jpg,pizza,small,val,yes
data/food101_subset/pizza/pizza_0588.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0188.jpg,pizza,medium,val,yes
data/food101_subset/pizza/pizza_0692.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0213.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0127.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0487.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0706.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0204.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0066.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0032.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0352.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0459.jpg,pizza,small,test,yes
data/food101_subset/pizza/pizza_0270.jpg,pizza,medium,test,yes
data/food101_subset/pizza/pizza_0832.jpg,pizza,medium,test,yes
data/food101_subset/pizza/pizza_0553.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0073.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0158.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0883.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0170.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0614.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0652.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0809.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0863.jpg,pizza,medium,test,yes
data/food101_subset/pizza/pizza_0821.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0712.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0765.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0582.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0414.jpg,pizza,large,test,yes
data/food101_subset/pizza/pizza_0156.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0604.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0428.jpg,pizza,small,test,yes
data/food101_subset/pizza/pizza_0128.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0616.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0930.jpg,pizza,medium,val,yes
data/food101_subset/pizza/pizza_0150.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0157.jpg,pizza,medium,val,yes
data/food101_subset/pizza/pizza_0466.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0400.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0528.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0347.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0518.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0812.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0735.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0241.jpg,pizza,large,val,yes
data/food101_subset/pizza/pizza_0936.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0024.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0825.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0658.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0624.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0994.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0499.jpg,pizza,medium,val,yes
data/food101_subset/pizza/pizza_0108.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0488.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0960.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0101.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0246.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0771.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0502.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0951.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0865.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0060.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0176.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0577.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0208.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0663.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0010.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0867.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0729.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0592.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0436.jpg,pizza,large,test,yes
data/food101_subset/pizza/pizza_0326.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0387.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0486.jpg,pizza,small,train,yes
data/food101_subset/pizza/pizza_0793.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0874.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0862.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0908.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0815.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0183.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0608.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0754.jpg,pizza,large,train,yes
data/food101_subset/pizza/pizza_0210.jpg,pizza,medium,train,yes
data/food101_subset/pizza/pizza_0889.jpg,pizza,large,val,yes
data/food101_subset/salad/salad_0667.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0130.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0785.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0153.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0921.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0946.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0049.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0016.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0773.jpg,salad,large,val,yes
data/food101_subset/salad/salad_0121.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0171.jpg,salad,small,val,yes
data/food101_subset/salad/salad_0653.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0027.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0806.jpg,salad,medium,test,yes
data/food101_subset/salad/salad_0274.jpg,salad,small,test,yes
data/food101_subset/salad/salad_0997.jpg,salad,medium,val,yes
data/food101_subset/salad/salad_0588.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0188.jpg,salad,small,val,yes
data/food101_subset/salad/salad_0692.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0213.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0127.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0487.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0706.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0204.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0066.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0032.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0352.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0459.jpg,salad,small,test,yes
data/food101_subset/salad/salad_0270.jpg,salad,small,test,yes
data/food101_subset/salad/salad_0832.jpg,salad,medium,test,yes
data/food101_subset/salad/salad_0553.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0073.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0158.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0883.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0170.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0614.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0652.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0809.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0863.jpg,salad,medium,test,yes
data/food101_subset/salad/salad_0821.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0712.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0765.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0582.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0414.jpg,salad,large,test,yes
data/food101_subset/salad/salad_0156.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0604.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0428.jpg,salad,medium,test,yes
data/food101_subset/salad/salad_0128.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0616.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0930.jpg,salad,medium,val,yes
data/food101_subset/salad/salad_0150.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0157.jpg,salad,small,val,yes
data/food101_subset/salad/salad_0466.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0400.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0528.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0347.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0518.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0812.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0735.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0241.jpg,salad,medium,val,yes
data/food101_subset/salad/salad_0936.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0024.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0237.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0825.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0658.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0624.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0994.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0499.jpg,salad,medium,val,yes
data/food101_subset/salad/salad_0108.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0488.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0960.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0101.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0246.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0771.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0502.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0951.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0865.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0060.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0176.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0577.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0208.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0663.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0010.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0867.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0729.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0592.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0436.jpg,salad,large,test,yes
data/food101_subset/salad/salad_0326.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0387.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0486.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0793.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0874.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0862.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0908.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0815.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0183.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0608.jpg,salad,small,train,yes
data/food101_subset/salad/salad_0754.jpg,salad,large,train,yes
data/food101_subset/salad/salad_0210.jpg,salad,medium,train,yes
data/food101_subset/salad/salad_0889.jpg,salad,medium,val,yes
data/food101_subset/sushi/sushi_0667.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0130.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0785.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0153.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0921.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0946.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0049.jpg,sushi,small,train,yes
data/food101_subset/sushi/sushi_0016.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0773.jpg,sushi,medium,val,yes
data/food101_subset/sushi/sushi_0121.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0171.jpg,sushi,large,val,yes
data/food101_subset/sushi/sushi_0653.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0027.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0806.jpg,sushi,medium,test,yes
data/food101_subset/sushi/sushi_0274.jpg,sushi,small,test,yes
data/food101_subset/sushi/sushi_0997.jpg,sushi,large,val,yes
data/food101_subset/sushi/sushi_0588.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0188.jpg,sushi,medium,val,yes
data/food101_subset/sushi/sushi_0692.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0213.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0127.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0487.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0706.jpg,sushi,large,train,yes
data/food101_subset/sushi/sushi_0204.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0066.jpg,sushi,medium,train,yes
data/food101_subset/sushi/sushi_0352.jpg,sushi,medium,train,yes
